oa_id	dataset	ecotype_id	sample_name	biosample	species	latitude	longitude	elevation	locality	country	country_code	collector	collection_date	collection_notes	cs_number	ploidy	internal_data	pooled_plants
OAKG5779	KG	5779	UKID74	SAMN03326424	Arabidopsis thaliana	51	-3.1		Taunton	UK	GBR	Eric Holub	1992-01-01 0:00:00		CS78789			
OAKG5784	KG	5784	Ty-1	SAMN03326425	Arabidopsis thaliana	56.4	-5.2		Taynuilt	UK	GBR	D. Ratcliffe	1961-01-01 0:00:00		CS78790			
OAKG5798	KG	5798	UKID93	SAMN03326426	Arabidopsis thaliana	53.1	-3.3		Ruthin	UK	GBR	Eric Holub	1994-01-01 0:00:00		CS79010			
OAKG5800	KG	5800	UKID96	SAMN03326427	Arabidopsis thaliana	57.4	-5.5		Lochcarron (Barlow)	UK	GBR	Eric Holub	1995-01-01 0:00:00		CS78791			
OAKG5811	KG	5811	UKID107	SAMN03326428	Arabidopsis thaliana	52.9	-3.1		Chirk	UK	GBR	Eric Holub	1995-01-01 0:00:00		CS78778			
OAKG5822	KG	5822	UKID116	SAMN03326429	Arabidopsis thaliana	56.7333	-5.98333		Ardtoe	UK	GBR	Eric Holub	1995-01-01 0:00:00		CS78780			
OAKG5830	KG	5830	App1-12	SAMN03326430	Arabidopsis thaliana	56.3333	15.9667		App1	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS76667			
OAKG5831	KG	5831	App1-14	SAMN03326431	Arabidopsis thaliana	56.3333	15.9667		App1	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS76668			
OAKG5832	KG	5832	App1-16	SAMN03326432	Arabidopsis thaliana	56.3333	15.9667		App1	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS76669			
OAKG5836	KG	5836	Boo2-3	SAMN03326433	Arabidopsis thaliana	55.86	13.51		Boo2	SWE	SWE	Magnus Nordborg	2000-05-14 0:00:00		CS77906			
OAKG5837	KG	5837	Bor-1	SAMN03326434	Arabidopsis thaliana	49.4013	16.2326		Bor	CZE	CZE	Jirina Relichov	2000-05-31 0:00:00		CS76453			
OAKG5856	KG	5856	Dör-10	SAMN03326435	Arabidopsis thaliana	63.0167	17.4914		Dör	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76806			
OAKG5860	KG	5860	Dra-3	SAMN03326436	Arabidopsis thaliana	62.6814	18.0165		Dravla	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77913			
OAKG5865	KG	5865	Dra1-4	SAMN03326437	Arabidopsis thaliana	55.76	14.12		Dra1	SWE	SWE	Magnus Nordborg	2000-06-01 0:00:00		CS76809			
OAKG5867	KG	5867	Dra2-1	SAMN03326438	Arabidopsis thaliana	55.76	14.12		Dra2	SWE	SWE	Magnus Nordborg	2000-06-01 0:00:00		CS76810			
OAKG5874	KG	5874	DraII-6	SAMN03326439	Arabidopsis thaliana	49.4112	16.2815		DraII	CZE	CZE	Jirina Relichov	2000-05-31 0:00:00		CS76814			
OAKG5890	KG	5890	DraIV 1-8	SAMN03326440	Arabidopsis thaliana	49.4112	16.2815		DraIV 1	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76817			
OAKG5893	KG	5893	DraIV 1-11	SAMN03326441	Arabidopsis thaliana	49.4112	16.2815		DraIV 1	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76816			
OAKG5907	KG	5907	DraIV 2-9	SAMN03326442	Arabidopsis thaliana	49.4112	16.2815		DraIV 2	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76818			
OAKG5921	KG	5921	DraIV 3-7	SAMN03326443	Arabidopsis thaliana	49.4112	16.2815		DraIV 3	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76819			
OAKG5950	KG	5950	DraIV 5-12	SAMN03326444	Arabidopsis thaliana	49.4112	16.2815		DraIV 5	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76820			
OAKG5984	KG	5984	DraIV 6-13	SAMN03326445	Arabidopsis thaliana	49.4112	16.2815		DraIV 6	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76822			
OAKG5993	KG	5993	DraIV 6-22	SAMN03326446	Arabidopsis thaliana	49.4112	16.2815		DraIV 6	CZE	CZE	Jirina Relichov	2004-01-01 0:00:00		CS76823			
OAKG6008	KG	6008	Duk	SAMN03326447	Arabidopsis thaliana	49.1	16.2		Duk	CZE	CZE	Jirina Relichov	2000-05-31 0:00:00		CS76824			
OAKG6009	KG	6009	Eden-1	SAMN03326448	Arabidopsis thaliana	62.877	18.177		Eden	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76826			
OAKG6010	KG	6010	Eden-5	SAMN03326449	Arabidopsis thaliana	62.877	18.177		Eden	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS78000			
OAKG6011	KG	6011	Eden-6	SAMN03326450	Arabidopsis thaliana	62.877	18.177		Eden	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76828			
OAKG6012	KG	6012	Eden-7	SAMN03326451	Arabidopsis thaliana	62.877	18.177		Eden	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76829			
OAKG6013	KG	6013	Eden-9	SAMN03326452	Arabidopsis thaliana	62.877	18.177		Eden	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76830			
OAKG6016	KG	6016	Eds-1	SAMN03326453	Arabidopsis thaliana	62.9	18.4		Eds	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76834			
OAKG6017	KG	6017	Eds-9	SAMN03326454	Arabidopsis thaliana	62.9	18.4		Eds	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76835			
OAKG6019	KG	6019	Fjä1-2	SAMN03326455	Arabidopsis thaliana	56.06	14.29		Fjä1	SWE	SWE	Magnus Nordborg	2000-05-14 0:00:00		CS76860			
OAKG6020	KG	6020	Fjä1-5	SAMN03326456	Arabidopsis thaliana	56.06	14.29		Fjä1	SWE	SWE	Magnus Nordborg	2000-05-14 0:00:00		CS76861			
OAKG6021	KG	6021	Fjä2-4	SAMN03326457	Arabidopsis thaliana	56.06	14.29		Fjä2	SWE	SWE	Magnus Nordborg	2000-05-14 0:00:00		CS76862			
OAKG6022	KG	6022	Fjä2-6	SAMN03326458	Arabidopsis thaliana	56.06	14.29		Fjä2	SWE	SWE	Magnus Nordborg	2000-05-14 0:00:00		CS78009			
OAKG6023	KG	6023	Fly2-1	SAMN03326459	Arabidopsis thaliana	55.7509	13.3712		Fly2	SWE	SWE	Magnus Nordborg	1998-06-01 0:00:00		CS76863			
OAKG6024	KG	6024	Fly2-2	SAMN03326460	Arabidopsis thaliana	55.7509	13.3712		Fly2	SWE	SWE	Magnus Nordborg	1999-05-16 0:00:00		CS76864			
OAKG6025	KG	6025	Gro-3	SAMN03326461	Arabidopsis thaliana	62.6437	17.7339		Gro	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76889			
OAKG6030	KG	6030	Grön-5	SAMN03326462	Arabidopsis thaliana	62.806	18.1896		Grön	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS76893			
OAKG6034	KG	6034	Hov1-7	SAMN03326463	Arabidopsis thaliana	56.1	13.74		Hov1	SWE	SWE	Magnus Nordborg	2000-05-12 0:00:00		CS76932			
OAKG6035	KG	6035	Hov1-10	SAMN03326464	Arabidopsis thaliana	56.1	13.74		Hov1	SWE	SWE	Magnus Nordborg	2000-05-12 0:00:00		CS76931			
OAKG6036	KG	6036	Hov3-2	SAMN03326465	Arabidopsis thaliana	56.1	13.74		Hov3	SWE	SWE	Magnus Nordborg	2000-05-12 0:00:00		CS76934			
OAKG6038	KG	6038	Hov3-5	SAMN03326466	Arabidopsis thaliana	56.1	13.74		Hov3	SWE	SWE	Magnus Nordborg	2000-05-12 0:00:00		CS76935			
OAKG6039	KG	6039	Hovdala-2	SAMN03326467	Arabidopsis thaliana	56.1	13.74		Hovdala	SWE	SWE	Torbjorn Sall	1999-01-01 0:00:00		CS76937			
OAKG6040	KG	6040	Kni-1	SAMN03326468	Arabidopsis thaliana	55.66	13.4		Kni1	SWE	SWE	Magnus Nordborg	2001-06-05 0:00:00		CS76970			
OAKG6041	KG	6041	Lis-3	SAMN03326469	Arabidopsis thaliana	56.0328	14.775		Lis	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS77044			
OAKG6042	KG	6042	Lom1-1	SAMN03326470	Arabidopsis thaliana	56.09	13.9		Lom1	SWE	SWE	Magnus Nordborg	2001-05-14 0:00:00		CS77048			
OAKG6043	KG	6043	Löv-1	SAMN03326471	Arabidopsis thaliana	62.801	18.079		Löv	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77049			
OAKG6046	KG	6046	Löv-5	SAMN03326472	Arabidopsis thaliana	62.801	18.079		Löv	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77050			
OAKG6064	KG	6064	Nyl-2	SAMN03326473	Arabidopsis thaliana	62.9513	18.2763		Nyl	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77136			
OAKG6069	KG	6069	Nyl-7	SAMN03326474	Arabidopsis thaliana	62.9513	18.2763		Nyl	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77137			
OAKG6070	KG	6070	Omn-1	SAMN03326475	Arabidopsis thaliana	62.9308	18.3448		Omn	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77145			
OAKG6071	KG	6071	Omn-5	SAMN03326476	Arabidopsis thaliana	62.9308	18.3448		Omn	SWE	SWE	Magnus Nordborg	2000-06-25 0:00:00		CS77146			
OAKG6073	KG	6073	ÖMö1-7	SAMN03326477	Arabidopsis thaliana	56.1481	15.8155		ÖMö1	SWE	SWE	Magnus Nordborg	2001-06-09 0:00:00		CS77147			
OAKG6074	KG	6074	Ör-1	SAMN03326478	Arabidopsis thaliana	56.4573	16.1308		Örrevet	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS77150			
OAKG6076	KG	6076	Rev-2	SAMN03326479	Arabidopsis thaliana	55.6942	13.4504		Rev2	SWE	SWE	Magnus Nordborg	1999-05-16 0:00:00		CS77215			
OAKG6077	KG	6077	Rev-3	SAMN03326480	Arabidopsis thaliana	55.6942	13.4504		Rev3	SWE	SWE	Magnus Nordborg	1999-05-16 0:00:00		CS78030			
OAKG6085	KG	6085	Sparta-1	SAMN03326481	Arabidopsis thaliana	55.7097	13.2145		Sparta (Student corridor)	SWE	SWE	Magnus Nordborg	2003-01-01 0:00:00		CS77260			
OAKG6086	KG	6086	Sr:3	SAMN03326482	Arabidopsis thaliana	58.9	11.2		Sr	SWE	SWE	Ivo Cetl	1992-07-01 0:00:00		CS77267			
OAKG6087	KG	6087	Stu-2	SAMN03326483	Arabidopsis thaliana	56.4666	16.1284		Stu2	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS78033			
OAKG6088	KG	6088	Stu1-1	SAMN03326484	Arabidopsis thaliana	56.4666	16.1284		Stu1	SWE	SWE	Magnus Nordborg	2000-06-13 0:00:00		CS77285			
OAKG6090	KG	6090	T1000	SAMN03326485	Arabidopsis thaliana	55.6525	13.2197		Staff 2	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77288			
OAKG6091	KG	6091	T1010	SAMN03326486	Arabidopsis thaliana	55.6525	13.215		Staff 1	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78035			
OAKG6092	KG	6092	T1020	SAMN03326487	Arabidopsis thaliana	55.6514	13.2233		Staff 6	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77289			
OAKG6094	KG	6094	T1040	SAMN03326488	Arabidopsis thaliana	55.6494	13.2147		Staff 4	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77290			
OAKG6095	KG	6095	T1050	SAMN03326489	Arabidopsis thaliana	55.6486	13.2161		Staff 7	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78039			
OAKG6096	KG	6096	T1060	SAMN03326490	Arabidopsis thaliana	55.6472	13.2225		Staff 8	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78040			
OAKG6097	KG	6097	T1070	SAMN03326491	Arabidopsis thaliana	55.6481	13.2264		Staff 9	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77291			
OAKG6098	KG	6098	T1080	SAMN03326492	Arabidopsis thaliana	55.6561	13.2178		Staff 11	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77292			
OAKG6099	KG	6099	T1090	SAMN03326493	Arabidopsis thaliana	55.6575	13.2386		Staff 12	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77293			
OAKG6100	KG	6100	T1110	SAMN03326494	Arabidopsis thaliana	55.6	13.2		Staff 17	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77294			
OAKG6101	KG	6101	T1120	SAMN03326495	Arabidopsis thaliana	55.6	13.2		Staff 16	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78045			
OAKG6102	KG	6102	T1130	SAMN03326496	Arabidopsis thaliana	55.6	13.2		Staff 15	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77295			
OAKG6104	KG	6104	T1160	SAMN03326497	Arabidopsis thaliana	55.7	13.2		Lund 16	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77296			
OAKG6105	KG	6105	T450	SAMN03326498	Arabidopsis thaliana	55.7967	13.1211		Kävlinge 6	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77297			
OAKG6106	KG	6106	T460	SAMN03326499	Arabidopsis thaliana	55.7931	13.1186		Kävlinge 8	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77298			
OAKG6107	KG	6107	T470	SAMN03326500	Arabidopsis thaliana	55.7942	13.1222		Kävlinge 9	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77299			
OAKG6108	KG	6108	T480	SAMN03326501	Arabidopsis thaliana	55.7989	13.1206		Kävlinge 3	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77300			
OAKG6109	KG	6109	T510	SAMN03326502	Arabidopsis thaliana	55.7936	13.1233		Kävlinge 7	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77301			
OAKG6111	KG	6111	T530	SAMN03326503	Arabidopsis thaliana	55.7989	13.1219		Kävlinge 1	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77302			
OAKG6112	KG	6112	T540	SAMN03326504	Arabidopsis thaliana	55.7967	13.1044		Kävlinge 10	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77303			
OAKG6113	KG	6113	T550	SAMN03326505	Arabidopsis thaliana	55.8078	13.1028		Kävlinge 11	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77304			
OAKG6114	KG	6114	T570	SAMN03326506	Arabidopsis thaliana	55.8097	13.1342		Kävlinge 13	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77305			
OAKG6115	KG	6115	T580	SAMN03326507	Arabidopsis thaliana	55.8	13.1367		Kävlinge 14	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77306			
OAKG6118	KG	6118	T610	SAMN03326508	Arabidopsis thaliana	55.7	13.2		Öresundsv	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77307			
OAKG6119	KG	6119	T620	SAMN03326509	Arabidopsis thaliana	55.7	13.2		Trastv.	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78060			
OAKG6122	KG	6122	T670	SAMN03326510	Arabidopsis thaliana	55.8364	13.3075		Eslöv 7	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77308			
OAKG6123	KG	6123	T680	SAMN03326511	Arabidopsis thaliana	55.8369	13.3033		Eslöv 9	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78064			
OAKG6124	KG	6124	T690	SAMN03326512	Arabidopsis thaliana	55.8378	13.3092		Eslöv 8	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77309			
OAKG6125	KG	6125	T710	SAMN03326513	Arabidopsis thaliana	55.8403	13.3106		Eslöv 5	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77310			
OAKG6126	KG	6126	T720	SAMN03326514	Arabidopsis thaliana	55.8411	13.3047		Eslöv 6	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77311			
OAKG6128	KG	6128	T740	SAMN03326515	Arabidopsis thaliana	55.8397	13.2881		Eslöv 13	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77313			
OAKG6131	KG	6131	T780	SAMN03326516	Arabidopsis thaliana	55.8369	13.3181		Eslöv 14	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77315			
OAKG6132	KG	6132	T790	SAMN03326517	Arabidopsis thaliana	55.8386	13.3186		Eslöv 17	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77316			
OAKG6133	KG	6133	T800	SAMN03326518	Arabidopsis thaliana	55.8364	13.2906		Eslöv 16	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77317			
OAKG6134	KG	6134	T810	SAMN03326519	Arabidopsis thaliana	55.8383	13.2906		Eslöv 15	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77318			
OAKG6136	KG	6136	T840	SAMN03326520	Arabidopsis thaliana	55.9336	13.5519		Höör 3	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77319			
OAKG6137	KG	6137	T850	SAMN03326521	Arabidopsis thaliana	55.9419	13.5603		Höör 6	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77320			
OAKG6138	KG	6138	T860	SAMN03326522	Arabidopsis thaliana	55.9403	13.5511		Höör 9	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77321			
OAKG6140	KG	6140	T880	SAMN03326523	Arabidopsis thaliana	55.9392	13.5539		Höör 7	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77322			
OAKG6141	KG	6141	T890	SAMN03326524	Arabidopsis thaliana	55.9414	13.5542		Höör 4	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78079			
OAKG6142	KG	6142	T900	SAMN03326525	Arabidopsis thaliana	55.9428	13.5558		Höör 5	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77323			
OAKG6145	KG	6145	T930	SAMN03326526	Arabidopsis thaliana	55.9497	13.5533		Höör 11	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77324			
OAKG6148	KG	6148	T960	SAMN03326527	Arabidopsis thaliana	55.9319	13.5508		Höör 17	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77325			
OAKG6149	KG	6149	T970	SAMN03326528	Arabidopsis thaliana	55.9281	13.5481		Höör 16	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77326			
OAKG6150	KG	6150	T980	SAMN03326529	Arabidopsis thaliana	55.9261	13.5319		Höör 15	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77327			
OAKG6151	KG	6151	T990	SAMN03326530	Arabidopsis thaliana	55.6528	13.2244		Staff 3	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77328			
OAKG6153	KG	6153	TAA 03	SAMN03326531	Arabidopsis thaliana	62.6425	17.7422		TAA	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77329			
OAKG6154	KG	6154	TAA 04	SAMN03326532	Arabidopsis thaliana	62.6422	17.7406		TAA	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77330			
OAKG6163	KG	6163	TAA 14	SAMN03326533	Arabidopsis thaliana	62.6425	17.7356		TAA	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77331			
OAKG6166	KG	6166	TAA 17	SAMN03326534	Arabidopsis thaliana	62.6425	17.7372		TAA	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77332			
OAKG6169	KG	6169	TÅD 01	SAMN03326535	Arabidopsis thaliana	62.8714	18.3447		TÅD	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77333			
OAKG6172	KG	6172	TÅD 04	SAMN03326536	Arabidopsis thaliana	62.8717	18.3436		TÅD	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77335			
OAKG6173	KG	6173	TÅD 05	SAMN03326537	Arabidopsis thaliana	62.8717	18.3419		TÅD	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77336			
OAKG6174	KG	6174	TÅD 06	SAMN03326538	Arabidopsis thaliana	62.8719	18.3422		TÅD	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77337			
OAKG6177	KG	6177	TÄL 03	SAMN03326539	Arabidopsis thaliana	62.6322	17.69		TÄL	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77338			
OAKG6180	KG	6180	TÄL 07	SAMN03326540	Arabidopsis thaliana	62.6322	17.6906		TÄL	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77339			
OAKG6184	KG	6184	TBÖ 01	SAMN03326541	Arabidopsis thaliana	62.8892	18.4522		TBÖ	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77343			
OAKG6188	KG	6188	TDr-1	SAMN03326542	Arabidopsis thaliana	55.7683	14.1386		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77345			
OAKG6189	KG	6189	TDr-2	SAMN03326543	Arabidopsis thaliana	55.7686	14.1383		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77351			
OAKG6191	KG	6191	TDr-4	SAMN03326544	Arabidopsis thaliana	55.7689	14.1375		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77352			
OAKG6192	KG	6192	TDr-5	SAMN03326545	Arabidopsis thaliana	55.7692	14.1369		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77353			
OAKG6193	KG	6193	TDr-7	SAMN03326546	Arabidopsis thaliana	55.7694	14.1347		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77354			
OAKG6194	KG	6194	TDr-8	SAMN03326547	Arabidopsis thaliana	55.7706	14.1342		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77355			
OAKG6195	KG	6195	TDr-9	SAMN03326548	Arabidopsis thaliana	55.7708	14.1342		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77356			
OAKG6198	KG	6198	TDr-13	SAMN03326549	Arabidopsis thaliana	55.7708	14.1331		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77347			
OAKG6201	KG	6201	TDr-16	SAMN03326550	Arabidopsis thaliana	55.7719	14.1211		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77348			
OAKG6202	KG	6202	TDr-17	SAMN03326551	Arabidopsis thaliana	55.7717	14.1206		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77349			
OAKG6203	KG	6203	TDr-18	SAMN03326552	Arabidopsis thaliana	55.7714	14.1208		TDr	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77350			
OAKG6209	KG	6209	TEDEN 02	SAMN03326553	Arabidopsis thaliana	62.8836	18.1842		TED	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77358			
OAKG6210	KG	6210	TEDEN 03	SAMN03326554	Arabidopsis thaliana	62.8839	18.1836		TED	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77359			
OAKG6214	KG	6214	TFÄ 04	SAMN03326555	Arabidopsis thaliana	63.0175	18.3281		TFÄ	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78121			
OAKG6216	KG	6216	TFÄ 06	SAMN03326556	Arabidopsis thaliana	63.0167	18.3283		TFÄ	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77362			
OAKG6217	KG	6217	TFÄ 07	SAMN03326557	Arabidopsis thaliana	63.0169	18.3283		TFÄ	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77363			
OAKG6218	KG	6218	TFÄ 08	SAMN03326558	Arabidopsis thaliana	63.0172	18.3283		TFÄ	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77364			
OAKG6220	KG	6220	TGR 01	SAMN03326559	Arabidopsis thaliana	62.806	18.1896		TGR	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77365			
OAKG6221	KG	6221	TGR 02	SAMN03326560	Arabidopsis thaliana	62.806	18.1896		TGR	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77366			
OAKG6231	KG	6231	TNY 04	SAMN03326561	Arabidopsis thaliana	62.96	18.2844		TNY	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77368			
OAKG6235	KG	6235	TOM 01	SAMN03326562	Arabidopsis thaliana	62.9611	18.3589		TOM	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77372			
OAKG6237	KG	6237	TOM 03	SAMN03326563	Arabidopsis thaliana	62.9619	18.35		TOM	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77373			
OAKG6238	KG	6238	TOM 04	SAMN03326564	Arabidopsis thaliana	62.9619	18.35		TOM	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77374			
OAKG6240	KG	6240	TOM 06	SAMN03326565	Arabidopsis thaliana	62.9622	18.35		TOM	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77375			
OAKG6241	KG	6241	TOM 07	SAMN03326566	Arabidopsis thaliana	62.9614	18.3608		TOM	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77376			
OAKG6242	KG	6242	Tomegap-2	SAMN03326567	Arabidopsis thaliana	55.7	13.2		Tomegap	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77377			
OAKG6243	KG	6243	Tottarp-2	SAMN03326568	Arabidopsis thaliana	56.27373	13.90045		Tottarp	SWE	SWE	Magnus Nordborg	1999-01-01 0:00:00		CS77381			
OAKG6244	KG	6244	TRÄ 01	SAMN03326569	Arabidopsis thaliana	62.9169	18.4728		TRÄ	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS77384			
OAKG6252	KG	6252	TV-4	SAMN03326570	Arabidopsis thaliana	55.5796	14.3336		TV	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78771			
OAKG6255	KG	6255	TV-7	SAMN03326571	Arabidopsis thaliana	55.5796	14.334		TV	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78772			
OAKG6258	KG	6258	TV-10	SAMN03326572	Arabidopsis thaliana	55.5796	14.3336		TV	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78767			
OAKG6268	KG	6268	TV-22	SAMN03326573	Arabidopsis thaliana	55.5796	14.3336		TV	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78768			
OAKG6276	KG	6276	TV-30	SAMN03326574	Arabidopsis thaliana	55.5796	14.3336		TV	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78769			
OAKG6284	KG	6284	TV-38	SAMN03326575	Arabidopsis thaliana	55.5796	14.3336		TV	SWE	SWE	Mattias Jakobsson	2003-01-01 0:00:00		CS78770			
